101 1 1.49559485912323
101 2 0.7808876752853393
101 4 0.41070027351379396
101 8 0.32806997299194335
101 16 0.29071195125579835
101 32 0.25865471363067627
101 64 0.26486544609069823
101 128 0.9877972364425659
101 256 3.0864659547805786
201 1 12.047097420692443
201 2 6.166316056251526
201 4 3.212486410140991
201 8 2.5419342517852783
201 16 2.2431727170944216
201 32 2.068308782577515
201 64 2.032267117500305
201 128 2.008732628822327
201 256 3.108375072479248
301 1 40.34074296951294
301 2 20.834735441207886
301 4 10.826600790023804
301 8 8.590530848503112
301 16 7.3027565479278564
301 32 6.815820789337158
301 64 6.708706521987915
301 128 6.614341974258423
301 256 6.595849895477295
401 1 94.26275947093964
401 2 48.812332129478456
401 4 25.39028811454773
401 8 19.95223002433777
401 16 16.71567463874817
401 32 15.677659010887146
401 64 15.410210514068604
401 128 15.446930480003356
401 256 15.287183022499084
501 1 183.70999081134795
501 2 95.32756736278535
501 4 49.279288268089296
501 8 38.286139249801636
501 16 32.01829822063446
501 32 30.041549110412596
501 64 29.558124446868895
501 128 29.580803275108337
501 256 29.522813773155214
601 1 320.1553059101105
601 2 165.10643002986907
601 4 85.18090951442719
601 8 64.62582643032074
601 16 54.27822179794312
601 32 51.62243542671204
601 64 51.37742853164673
601 128 50.73450925350189
601 256 51.131745076179506
701 1 506.1122112512588
701 2 259.45362932682036
701 4 133.3219119310379
701 8 99.82674469947816
701 16 83.50882182121276
701 32 80.43329615592957
701 64 80.2984278678894
701 128 79.35610024929046
701 256 79.37211136817932
